Week;Day;Steps
600;Wednesday;8800
600;Thursday;8721
600;Friday;9964
600;Saturday;8866
600;Sunday;8732
601;Monday;5679
601;Tuesday;9649
601;Wednesday;5098
601;Thursday;7804
601;Friday;9772
601;Saturday;7500
601;Sunday;7582
602;Monday;8382
602;Tuesday;6857
602;Wednesday;8080
602;Thursday;8898
602;Friday;8320
602;Saturday;9241
602;Sunday;8043
603;Monday;7993
603;Tuesday;6684
603;Wednesday;6037
603;Thursday;8289
603;Friday;9232
603;Saturday;6045
603;Sunday;8985
604;Monday;7801
604;Tuesday;6603
604;Wednesday;6570
604;Thursday;5924
604;Friday;6968
604;Saturday;9146
604;Sunday;5043
605;Monday;8745
605;Tuesday;8189
605;Wednesday;5496
605;Thursday;9550
605;Friday;6070
605;Saturday;5440
605;Sunday;6070
606;Monday;6197
606;Tuesday;5727
606;Wednesday;7411
606;Thursday;7966
606;Friday;8681
606;Saturday;9279
606;Sunday;7305
607;Monday;8371
607;Tuesday;8476
607;Wednesday;9551
607;Thursday;7321
607;Friday;7141
607;Saturday;9133
607;Sunday;6502
608;Monday;6900
608;Tuesday;8333
608;Wednesday;8657
608;Thursday;7335
608;Friday;6964
608;Saturday;7277
608;Sunday;9511
609;Monday;9699
609;Tuesday;9017
609;Wednesday;9319
609;Thursday;5027
609;Friday;9314
609;Saturday;9907
609;Sunday;7374
610;Monday;7566
610;Tuesday;8473
610;Wednesday;5634
610;Thursday;9531
610;Friday;6210
610;Saturday;8613
610;Sunday;5980
611;Monday;9533
611;Tuesday;7730
611;Wednesday;7223
611;Thursday;9118
611;Friday;6668
611;Saturday;5888
611;Sunday;6466
612;Monday;7659
612;Tuesday;8011
612;Wednesday;5634
612;Thursday;5544
612;Friday;9066
612;Saturday;6614
612;Sunday;5263
613;Monday;6202
613;Tuesday;8730
613;Wednesday;5605
613;Thursday;5963
613;Friday;9684
613;Saturday;5720
613;Sunday;9463
614;Monday;5084
614;Tuesday;7698
614;Wednesday;7391
614;Thursday;6326
614;Friday;6433
614;Saturday;8029
614;Sunday;9078
615;Monday;6430
615;Tuesday;6640
615;Wednesday;9254
615;Thursday;6166
615;Friday;6025
615;Saturday;6975
615;Sunday;9469
616;Monday;6939
616;Tuesday;7250
616;Wednesday;8738
616;Thursday;9950
616;Friday;8289
616;Saturday;7949
616;Sunday;7498
617;Monday;7039
617;Tuesday;6293
617;Wednesday;7707
617;Thursday;6061
617;Friday;8950
617;Saturday;8285
617;Sunday;5810
618;Monday;5967
618;Tuesday;7451
618;Wednesday;8135
618;Thursday;6977
618;Friday;8174
618;Saturday;6054
618;Sunday;7397
619;Monday;9218
619;Tuesday;5295
619;Wednesday;7697
619;Thursday;9126
619;Friday;8495
619;Saturday;9817
619;Sunday;9018
620;Monday;8714
620;Tuesday;8127
620;Wednesday;7001
620;Thursday;6977
620;Friday;7280
620;Saturday;5068
620;Sunday;5121
621;Monday;9982
621;Tuesday;6355
621;Wednesday;8854
621;Thursday;8054
621;Friday;9299
621;Saturday;6606
621;Sunday;9962
622;Monday;7592
622;Tuesday;5390
622;Wednesday;6814
622;Thursday;5268
622;Friday;7986
622;Saturday;5919
622;Sunday;7325
623;Monday;7905
623;Tuesday;8228
623;Wednesday;5918
623;Thursday;8220
623;Friday;8019
623;Saturday;9012
623;Sunday;7796
624;Monday;5614
624;Tuesday;8083
624;Wednesday;5286
624;Thursday;6370
624;Friday;8016
624;Saturday;7684
624;Sunday;8692
625;Monday;6515
625;Tuesday;7136
625;Wednesday;6308
625;Thursday;5010
625;Friday;9461
625;Saturday;5497
625;Sunday;6705
626;Monday;5495
626;Tuesday;6030
626;Wednesday;6858
626;Thursday;5625
626;Friday;5302
626;Saturday;8321
626;Sunday;9676
627;Monday;9736
627;Tuesday;5667
627;Wednesday;9693
627;Thursday;5507
627;Friday;5620
627;Saturday;9910
627;Sunday;6950
628;Monday;7043
628;Tuesday;7504
628;Wednesday;9182
628;Thursday;8588
628;Friday;7479
628;Saturday;5697
628;Sunday;5416
629;Monday;7226
629;Tuesday;5253
629;Wednesday;7428
629;Thursday;7980
629;Friday;5468
629;Saturday;7364
629;Sunday;6260
630;Monday;5771
630;Tuesday;5466
630;Wednesday;5146
630;Thursday;8703
630;Friday;9936
630;Saturday;5529
630;Sunday;6502
631;Monday;6361
631;Tuesday;9627
631;Wednesday;9927
631;Thursday;9859
631;Friday;8897
631;Saturday;6246
631;Sunday;5224
632;Monday;5193
632;Tuesday;7100
632;Wednesday;9902
632;Thursday;7509
632;Friday;9166
632;Saturday;9190
632;Sunday;7469
633;Monday;7250
633;Tuesday;8990
633;Wednesday;6310
633;Thursday;6079
633;Friday;6649
633;Saturday;5723
633;Sunday;5756
634;Monday;5694
634;Tuesday;6591
634;Wednesday;9032
634;Thursday;7547
634;Friday;7166
634;Saturday;7440
634;Sunday;7349
635;Monday;9412
635;Tuesday;8390
635;Wednesday;5773
635;Thursday;5381
635;Friday;9481
635;Saturday;9821
635;Sunday;9650
636;Monday;9654
636;Tuesday;7339
636;Wednesday;9745
636;Thursday;9360
636;Friday;9440
636;Saturday;5428
636;Sunday;9857
637;Monday;5684
637;Tuesday;9038
637;Wednesday;8175
637;Thursday;6534
637;Friday;8923
637;Saturday;9005
637;Sunday;9366
638;Monday;6618
638;Tuesday;8589
638;Wednesday;6989
638;Thursday;8519
638;Friday;5896
638;Saturday;9268
638;Sunday;7426
639;Monday;7382
639;Tuesday;7506
639;Wednesday;7945
639;Thursday;9082
639;Friday;7464
639;Saturday;9787
639;Sunday;9844
640;Monday;8230
640;Tuesday;7686
640;Wednesday;9764
640;Thursday;6516
640;Friday;9568
640;Saturday;5545
640;Sunday;8985
641;Monday;8072
641;Tuesday;8769
641;Wednesday;5909
641;Thursday;5286
641;Friday;7762
641;Saturday;9771
641;Sunday;9204
642;Monday;7776
642;Tuesday;5257
642;Wednesday;6775
642;Thursday;6321
642;Friday;7856
642;Saturday;5963
642;Sunday;6629
643;Monday;8417
643;Tuesday;9902
643;Wednesday;5734
643;Thursday;5573
643;Friday;7291
643;Saturday;9268
643;Sunday;5945
644;Monday;5109
644;Tuesday;9317
644;Wednesday;8293
644;Thursday;9106
644;Friday;5317
644;Saturday;5681
644;Sunday;6641
645;Monday;7953
645;Tuesday;8376
645;Wednesday;6358
645;Thursday;5696
645;Friday;8330
645;Saturday;5351
645;Sunday;6165
646;Monday;8737
646;Tuesday;5922
646;Wednesday;6055
646;Thursday;7534
646;Friday;6605
646;Saturday;9194
646;Sunday;6527
647;Monday;8353
647;Tuesday;6228
647;Wednesday;5205
647;Thursday;7069
647;Friday;8732
647;Saturday;6729
647;Sunday;8365
648;Monday;9193
648;Tuesday;7210
648;Wednesday;9198
648;Thursday;5225
648;Friday;8102
648;Saturday;8299
648;Sunday;6899
649;Monday;7082
649;Tuesday;6924
649;Wednesday;7464
649;Thursday;7029
649;Friday;9663
649;Saturday;9427
649;Sunday;7172
650;Monday;9769
650;Tuesday;6387
650;Wednesday;9203
650;Thursday;7794
650;Friday;8961
650;Saturday;6399
650;Sunday;7339
651;Monday;7152
651;Tuesday;7932
651;Wednesday;5652
651;Thursday;6711
651;Friday;5774
651;Saturday;6300
651;Sunday;7777
652;Monday;6935
652;Tuesday;9392
652;Wednesday;7646
652;Thursday;8910
652;Friday;5119
652;Saturday;7075
652;Sunday;7732
653;Monday;8855
653;Tuesday;7107
653;Wednesday;6611
653;Thursday;5058
653;Friday;6604
653;Saturday;6893
653;Sunday;7643
654;Monday;7349
654;Tuesday;8483
654;Wednesday;9810
654;Thursday;9502
654;Friday;9527
654;Saturday;6592
654;Sunday;9867
655;Monday;9359
655;Tuesday;5628
655;Wednesday;8791
655;Thursday;8992
655;Friday;6023
655;Saturday;9971
655;Sunday;8354
656;Monday;7517
656;Tuesday;6658
656;Wednesday;5900
656;Thursday;9036
656;Friday;5500
656;Saturday;9584
656;Sunday;9401
657;Monday;7704
657;Tuesday;8911
657;Wednesday;7843
657;Thursday;7879
657;Friday;8729
657;Saturday;8240
657;Sunday;8907
658;Monday;9087
658;Tuesday;9884
658;Wednesday;8222
658;Thursday;6794
658;Friday;8145
658;Saturday;8709
658;Sunday;8838
659;Monday;8745
659;Tuesday;5847
659;Wednesday;9440
659;Thursday;8195
659;Friday;8534
659;Saturday;8257
659;Sunday;5957
660;Monday;5523
660;Tuesday;5490
660;Wednesday;9014
660;Thursday;5464
660;Friday;7182
660;Saturday;9616
660;Sunday;6800
661;Monday;8193
661;Tuesday;9906
661;Wednesday;8628
661;Thursday;5414
661;Friday;5674
661;Saturday;9059
661;Sunday;8304
662;Monday;9843
662;Tuesday;8756
662;Wednesday;7750
662;Thursday;9260
662;Friday;9351
662;Saturday;8626
662;Sunday;7482
663;Monday;9512
663;Tuesday;6319
663;Wednesday;8886
663;Thursday;9882
663;Friday;8430
663;Saturday;9051
663;Sunday;5742
664;Monday;5338
664;Tuesday;5017
664;Wednesday;7956
664;Thursday;7719
664;Friday;6321
664;Saturday;8627
664;Sunday;9573
665;Monday;7355
665;Tuesday;9399
665;Wednesday;9716
665;Thursday;7199
665;Friday;6018
665;Saturday;8019
665;Sunday;8104
666;Monday;5046
666;Tuesday;8546
666;Wednesday;6203
666;Thursday;8998
666;Friday;8412
666;Saturday;5213
666;Sunday;6590
667;Monday;5112
667;Tuesday;8005
667;Wednesday;7958
667;Thursday;9425
667;Friday;8486
667;Saturday;8451
667;Sunday;7323
668;Monday;7109
668;Tuesday;5807
668;Wednesday;6753
668;Thursday;7601
668;Friday;7141
668;Saturday;9193
668;Sunday;8520
669;Monday;8763
669;Tuesday;9575
669;Wednesday;8820
669;Thursday;6182
669;Friday;6411
669;Saturday;5733
669;Sunday;6474
670;Monday;9315
670;Tuesday;5942
670;Wednesday;8648
670;Thursday;6335
670;Friday;8906
670;Saturday;7083
670;Sunday;5734
671;Monday;5740
671;Tuesday;9966
671;Wednesday;8691
671;Thursday;5342
671;Friday;6443
671;Saturday;5052
671;Sunday;8397
672;Monday;8409
672;Tuesday;5390
672;Wednesday;9306
672;Thursday;6790
672;Friday;7142
672;Saturday;6014
672;Sunday;8765
673;Monday;6362
673;Tuesday;9691
673;Wednesday;6425
673;Thursday;8828
673;Friday;5604
673;Saturday;9022
673;Sunday;8814
674;Monday;7800
674;Tuesday;5610
674;Wednesday;7762
674;Thursday;6138
674;Friday;6667
674;Saturday;6106
674;Sunday;8383
675;Monday;9316
675;Tuesday;9797
675;Wednesday;8646
675;Thursday;8556
675;Friday;6717
675;Saturday;7028
675;Sunday;9700
676;Monday;6262
676;Tuesday;7646
676;Wednesday;8261
676;Thursday;9356
676;Friday;5833
676;Saturday;8956
676;Sunday;6067
677;Monday;6046
677;Tuesday;6466
677;Wednesday;6714
677;Thursday;9796
677;Friday;7023
677;Saturday;5400
677;Sunday;5950
678;Monday;6809
678;Tuesday;6633
678;Wednesday;5896
678;Thursday;6611
678;Friday;6806
678;Saturday;7779
678;Sunday;5304
679;Monday;7245
679;Tuesday;9948
679;Wednesday;9056
679;Thursday;8832
679;Friday;6319
679;Saturday;5710
679;Sunday;9928
680;Monday;9263
680;Tuesday;8128
680;Wednesday;8250
680;Thursday;8369
680;Friday;7474
680;Saturday;6713
680;Sunday;9947
681;Monday;6919
681;Tuesday;8907
681;Wednesday;6813
681;Thursday;6888
681;Friday;6604
681;Saturday;7275
681;Sunday;10000
682;Monday;5923
682;Tuesday;5478
682;Wednesday;6685
682;Thursday;7835
682;Friday;6747
682;Saturday;5521
682;Sunday;5364
683;Monday;8036
683;Tuesday;7047
683;Wednesday;6691
683;Thursday;7759
683;Friday;6831
683;Saturday;6964
683;Sunday;9015
684;Monday;5670
684;Tuesday;5048
684;Wednesday;9773
684;Thursday;8941
684;Friday;8351
684;Saturday;7271
684;Sunday;6878
685;Monday;9976
685;Tuesday;7492
685;Wednesday;8920
685;Thursday;6243
685;Friday;5375
685;Saturday;5477
685;Sunday;7319
686;Monday;9557
686;Tuesday;7790
686;Wednesday;5614
686;Thursday;7524
686;Friday;6872
686;Saturday;7150
686;Sunday;8764
687;Monday;8377
687;Tuesday;8500
687;Wednesday;5890
687;Thursday;5805
687;Friday;5672
687;Saturday;9422
687;Sunday;5463
688;Monday;7782
688;Tuesday;6259
688;Wednesday;5835
688;Thursday;9076
688;Friday;7500
688;Saturday;8854
688;Sunday;9438
689;Monday;5898
689;Tuesday;6793
689;Wednesday;5618
689;Thursday;6504
689;Friday;8866
689;Saturday;9216
689;Sunday;8400
690;Monday;8719
690;Tuesday;8494
690;Wednesday;6281
690;Thursday;5863
690;Friday;8499
690;Saturday;7203
690;Sunday;6690
691;Monday;9610
691;Tuesday;6178
691;Wednesday;9388
691;Thursday;8853
691;Friday;5877
691;Saturday;8742
691;Sunday;9801
692;Monday;7986
692;Tuesday;7307
692;Wednesday;7648
692;Thursday;8630
692;Friday;9930
692;Saturday;7596
692;Sunday;5156
693;Monday;6459
693;Tuesday;6482
693;Wednesday;5584
693;Thursday;9639
693;Friday;7752
693;Saturday;8747
693;Sunday;5558
694;Monday;7566
694;Tuesday;5299
694;Wednesday;5867
694;Thursday;5362
694;Friday;7343
694;Saturday;6816
694;Sunday;9550
695;Monday;9315
695;Tuesday;5769
695;Wednesday;5138
695;Thursday;5460
695;Friday;7934
695;Saturday;7429
695;Sunday;5733
696;Monday;9776
696;Tuesday;7674
696;Wednesday;5766
696;Thursday;6423
696;Friday;8994
696;Saturday;8946
696;Sunday;7455
697;Monday;7098
697;Tuesday;6668
697;Wednesday;6412
697;Thursday;7717
697;Friday;6663
697;Saturday;5723
697;Sunday;5191
698;Monday;6163
698;Tuesday;8014
698;Wednesday;5607
698;Thursday;9857
698;Friday;7886
698;Saturday;5878
698;Sunday;8961
699;Monday;5691
699;Tuesday;5684
699;Wednesday;5841
699;Thursday;8363
699;Friday;9800
699;Saturday;7273
699;Sunday;6865
700;Monday;6679
700;Tuesday;5639
700;Wednesday;5086
700;Thursday;6087
700;Friday;8506
700;Saturday;6683
700;Sunday;6604
701;Monday;9814
701;Tuesday;8219
701;Wednesday;7077
701;Thursday;7193
701;Friday;9873
701;Saturday;7832
701;Sunday;9076
702;Monday;8641
702;Tuesday;8617
702;Wednesday;8255
702;Thursday;7195
702;Friday;9802
702;Saturday;8772
702;Sunday;7306
703;Monday;8691
703;Tuesday;8053
703;Wednesday;8440
703;Thursday;6632
703;Friday;8854
703;Saturday;7234
703;Sunday;7525
704;Monday;5726
704;Tuesday;9789
704;Wednesday;9097
704;Thursday;7057
704;Friday;7388
704;Saturday;9995
704;Sunday;7156
705;Monday;5995
705;Tuesday;7098
705;Wednesday;7731
705;Thursday;7757
705;Friday;8253
705;Saturday;8519
705;Sunday;5141
706;Monday;7772
706;Tuesday;9509
706;Wednesday;5335
706;Thursday;8327
706;Friday;9950
706;Saturday;9846
706;Sunday;5686
707;Monday;9433
707;Tuesday;7233
707;Wednesday;7545
707;Thursday;5156
707;Friday;8554
707;Saturday;5370
707;Sunday;5523
708;Monday;7233
708;Tuesday;9373
708;Wednesday;5520
708;Thursday;6128
708;Friday;7967
708;Saturday;5245
708;Sunday;9874
709;Monday;6030
709;Tuesday;8730
709;Wednesday;9629
709;Thursday;7798
709;Friday;7909
709;Saturday;8624
709;Sunday;7498
710;Monday;7148
710;Tuesday;7439
710;Wednesday;8970
710;Thursday;5311
710;Friday;8518
710;Saturday;6653
710;Sunday;6974
711;Monday;7978
711;Tuesday;9248
711;Wednesday;7445
711;Thursday;6704
711;Friday;6112
711;Saturday;9245
711;Sunday;7361
712;Monday;5181
712;Tuesday;8646
712;Wednesday;9063
712;Thursday;8807
712;Friday;5100
712;Saturday;9415
712;Sunday;7353
713;Monday;6183
713;Tuesday;7651
713;Wednesday;6551
713;Thursday;8392
713;Friday;8537
713;Saturday;6930
713;Sunday;5573
714;Monday;9456
714;Tuesday;7838
714;Wednesday;6474
714;Thursday;7032
714;Friday;8103
714;Saturday;6693
714;Sunday;5295
715;Monday;5423
715;Tuesday;6332
715;Wednesday;5361
715;Thursday;8170
715;Friday;9466
715;Saturday;5497
715;Sunday;6551
716;Monday;7664
716;Tuesday;5507
716;Wednesday;9645
716;Thursday;5860
716;Friday;5934
716;Saturday;6469
716;Sunday;9839
717;Monday;6879
717;Tuesday;7451
717;Wednesday;9937
717;Thursday;9417
717;Friday;5098
717;Saturday;5912
717;Sunday;8458
718;Monday;7289
718;Tuesday;8128
718;Wednesday;9119
718;Thursday;9172
718;Friday;7358
718;Saturday;9005
718;Sunday;6009
719;Monday;6442
719;Tuesday;9191
719;Wednesday;5307
719;Thursday;7080
719;Friday;6869
719;Saturday;9587
719;Sunday;6722
720;Monday;7499
720;Tuesday;8293
720;Wednesday;8376
720;Thursday;7014
720;Friday;5694
720;Saturday;6466
720;Sunday;7658
721;Monday;8808
721;Tuesday;7179
721;Wednesday;9903
721;Thursday;7294
721;Friday;5170
721;Saturday;8402
721;Sunday;8978
722;Monday;5004
722;Tuesday;5751
722;Wednesday;8910
722;Thursday;9090
722;Friday;8423
722;Saturday;5052
722;Sunday;7716
723;Monday;7231
723;Tuesday;5388
723;Wednesday;6217
723;Thursday;9315
723;Friday;9611
723;Saturday;6996
723;Sunday;5587
724;Monday;5356
724;Tuesday;6146
724;Wednesday;7159
724;Thursday;8199
724;Friday;8971
724;Saturday;5793
724;Sunday;9100
725;Monday;9870
725;Tuesday;6008
725;Wednesday;7701
725;Thursday;9487
725;Friday;5628
725;Saturday;9539
725;Sunday;8544
726;Monday;8153
726;Tuesday;9484
726;Wednesday;7984
726;Thursday;7719
726;Friday;9380
726;Saturday;7843
726;Sunday;8890
727;Monday;8955
727;Tuesday;5870
727;Wednesday;6803
727;Thursday;6087
727;Friday;5259
727;Saturday;8270
727;Sunday;9091
728;Monday;8721
728;Tuesday;7646
728;Wednesday;9218
728;Thursday;8914
728;Friday;6539
728;Saturday;6622
728;Sunday;9491
729;Monday;5230
729;Tuesday;8825
729;Wednesday;9123
729;Thursday;7623
729;Friday;8299
729;Saturday;5591
729;Sunday;8905
730;Monday;9073
730;Tuesday;8499
730;Wednesday;7897
730;Thursday;5042
730;Friday;7260
730;Saturday;9757
730;Sunday;9111
731;Monday;9991
731;Tuesday;5293
731;Wednesday;6696
731;Thursday;5750
731;Friday;7975
731;Saturday;5260
731;Sunday;9568
732;Monday;8502
732;Tuesday;6236
732;Wednesday;8186
732;Thursday;7786
732;Friday;8596
732;Saturday;9361
732;Sunday;8604
733;Monday;7655
733;Tuesday;7443
733;Wednesday;5559
733;Thursday;5926
733;Friday;5728
733;Saturday;5844
733;Sunday;9981
734;Monday;6431
734;Tuesday;5982
734;Wednesday;5645
734;Thursday;8980
734;Friday;6192
734;Saturday;7728
734;Sunday;9394
735;Monday;7806
735;Tuesday;5765
735;Wednesday;9536
735;Thursday;7807
735;Friday;7436
735;Saturday;6995
735;Sunday;8908
736;Monday;5398
736;Tuesday;9079
736;Wednesday;9224
736;Thursday;8828
736;Friday;9522
736;Saturday;8977
736;Sunday;5972
737;Monday;6505
737;Tuesday;9686
737;Wednesday;6384
737;Thursday;5913
737;Friday;6070
737;Saturday;9522
737;Sunday;6828
738;Monday;9480
738;Tuesday;8806
738;Wednesday;6866
738;Thursday;7379
738;Friday;8429
738;Saturday;7857
738;Sunday;6230
739;Monday;7789
739;Tuesday;6838
739;Wednesday;5325
739;Thursday;6492
739;Friday;9248
739;Saturday;9982
739;Sunday;5943
740;Monday;6010
740;Tuesday;5721
740;Wednesday;9200
740;Thursday;9879
740;Friday;6017
740;Saturday;6573
740;Sunday;9004
741;Monday;6035
741;Tuesday;9134
741;Wednesday;8570
741;Thursday;8724
741;Friday;6884
741;Saturday;8290
741;Sunday;5885
742;Monday;8992
742;Tuesday;5561
742;Wednesday;7343
742;Thursday;9631
742;Friday;9846
742;Saturday;6317
742;Sunday;8709
743;Monday;8659
743;Tuesday;7157
743;Wednesday;6302
743;Thursday;6352
743;Friday;6204
743;Saturday;7012
743;Sunday;6058
744;Monday;8628
744;Tuesday;9107
744;Wednesday;5106
744;Thursday;7598
744;Friday;6777
744;Saturday;5386
744;Sunday;7357
745;Monday;5001
745;Tuesday;8118
745;Wednesday;5937
745;Thursday;8687
745;Friday;8845
745;Saturday;7135
745;Sunday;8210
746;Monday;8018
746;Tuesday;9299
746;Wednesday;7218
746;Thursday;5257
746;Friday;7483
746;Saturday;6418
746;Sunday;7619
747;Monday;6427
747;Tuesday;5258
747;Wednesday;6074
747;Thursday;8193
747;Friday;5629
747;Saturday;8166
747;Sunday;9591
748;Monday;8492
748;Tuesday;9273
748;Wednesday;5460
748;Thursday;5433
748;Friday;5487
748;Saturday;7790
748;Sunday;8685
749;Monday;8380
749;Tuesday;7362
749;Wednesday;9144
749;Thursday;9610
749;Friday;9652
749;Saturday;7637
749;Sunday;6352
750;Monday;9033
750;Tuesday;8909
750;Wednesday;8836
750;Thursday;7258
750;Friday;7278
750;Saturday;7577
750;Sunday;7480
751;Monday;7756
751;Tuesday;7371
751;Wednesday;8717
751;Thursday;7312
751;Friday;5923
751;Saturday;6332
751;Sunday;7447
752;Monday;6088
752;Tuesday;6766
752;Wednesday;9716
752;Thursday;6875
752;Friday;9870
752;Saturday;6636
752;Sunday;5517
753;Monday;5223
753;Tuesday;9863
753;Wednesday;8082
753;Thursday;5211
753;Friday;9564
753;Saturday;9534
753;Sunday;5241
754;Monday;8338
754;Tuesday;8316
754;Wednesday;8375
754;Thursday;6830
754;Friday;5595
754;Saturday;5739
754;Sunday;8955
755;Monday;6679
755;Tuesday;9924
755;Wednesday;7593
755;Thursday;7537
755;Friday;6995
755;Saturday;9969
755;Sunday;9496
756;Monday;7236
756;Tuesday;6291
756;Wednesday;9868
756;Thursday;6718
756;Friday;8819
756;Saturday;7992
756;Sunday;6588
757;Monday;8732
757;Tuesday;6457
757;Wednesday;7266
757;Thursday;5088
757;Friday;7694
757;Saturday;8535
757;Sunday;5402
758;Monday;5894
758;Tuesday;6287
758;Wednesday;8978
758;Thursday;7238
758;Friday;9676
758;Saturday;8544
758;Sunday;8448
759;Monday;8181
759;Tuesday;9065
759;Wednesday;7388
759;Thursday;5953
759;Friday;6588
759;Saturday;9957
759;Sunday;7374
760;Monday;9195
760;Tuesday;6321
760;Wednesday;6395
760;Thursday;7462
760;Friday;9345
760;Saturday;9932
760;Sunday;7625
761;Monday;5686
761;Tuesday;6360
761;Wednesday;8706
761;Thursday;6212
761;Friday;6342
761;Saturday;8121
761;Sunday;8479
762;Monday;9498
762;Tuesday;6681
762;Wednesday;9123
762;Thursday;8733
762;Friday;5035
762;Saturday;9154
762;Sunday;6973
763;Monday;8220
763;Tuesday;6455
763;Wednesday;6745
763;Thursday;5920
763;Friday;7512
763;Saturday;6736
763;Sunday;7593
764;Monday;7330
764;Tuesday;7600
764;Wednesday;7315
764;Thursday;9932
764;Friday;5391
764;Saturday;8998
764;Sunday;6847
765;Monday;7673
765;Tuesday;7685
765;Wednesday;7965
765;Thursday;5544
765;Friday;6788
765;Saturday;8066
765;Sunday;6564
766;Monday;6687
766;Tuesday;7904
766;Wednesday;7171
766;Thursday;7387
766;Friday;6688
766;Saturday;6698
766;Sunday;7711
767;Monday;8394
767;Tuesday;6854
767;Wednesday;5253
767;Thursday;6990
767;Friday;8993
767;Saturday;9096
767;Sunday;7409
768;Monday;9016
768;Tuesday;9961
768;Wednesday;6076
768;Thursday;6059
768;Friday;8929
768;Saturday;6586
768;Sunday;7589
769;Monday;8125
769;Tuesday;8930
769;Wednesday;8580
769;Thursday;7118
769;Friday;8681
769;Saturday;7822
769;Sunday;9038
770;Monday;5834
770;Tuesday;8700
770;Wednesday;5047
770;Thursday;8280
770;Friday;5957
770;Saturday;9244
770;Sunday;9896
771;Monday;5424
771;Tuesday;9988
771;Wednesday;6525
771;Thursday;7489
771;Friday;5360
771;Saturday;8744
771;Sunday;9354
772;Monday;6431
772;Tuesday;8643
772;Wednesday;8867
772;Thursday;5962
772;Friday;5225
772;Saturday;6681
772;Sunday;6419
773;Monday;7045
773;Tuesday;5293
773;Wednesday;7245
773;Thursday;8093
773;Friday;5910
773;Saturday;7792
773;Sunday;9751
774;Monday;5850
774;Tuesday;7544
774;Wednesday;7335
774;Thursday;9905
774;Friday;7607
774;Saturday;5159
774;Sunday;6108
775;Monday;5238
775;Tuesday;7168
775;Wednesday;5342
775;Thursday;6766
775;Friday;6231
775;Saturday;9296
775;Sunday;8395
776;Monday;9783
776;Tuesday;9445
776;Wednesday;6752
776;Thursday;8905
776;Friday;8743
776;Saturday;6064
776;Sunday;5462
777;Monday;7143
777;Tuesday;6286
777;Wednesday;8552
777;Thursday;5897
777;Friday;9719
777;Saturday;7529
777;Sunday;8532
778;Monday;9439
778;Tuesday;5794
778;Wednesday;8430
778;Thursday;5061
778;Friday;5896
778;Saturday;9608
778;Sunday;6941
779;Monday;8388
779;Tuesday;5346
779;Wednesday;7733
779;Thursday;8039
779;Friday;6058
779;Saturday;7240
779;Sunday;8462
780;Monday;6822
780;Tuesday;5856
780;Wednesday;5248
780;Thursday;6877
780;Friday;6937
780;Saturday;7757
780;Sunday;6974
781;Monday;7369
781;Tuesday;5267
781;Wednesday;8810
781;Thursday;9483
781;Friday;8978
781;Saturday;9922
781;Sunday;7626
782;Monday;8846
782;Tuesday;8030
782;Wednesday;5240
782;Thursday;8941
782;Friday;7524
782;Saturday;5787
782;Sunday;8623
783;Monday;5748
783;Tuesday;8835
783;Wednesday;5092
783;Thursday;6255
783;Friday;9884
783;Saturday;8388
783;Sunday;9423
784;Monday;5879
784;Tuesday;9222
784;Wednesday;6866
784;Thursday;7820
784;Friday;6850
784;Saturday;8562
784;Sunday;9711
785;Monday;9803
785;Tuesday;7722
785;Wednesday;5011
785;Thursday;8776
785;Friday;5558
785;Saturday;8011
785;Sunday;7921
786;Monday;7180
786;Tuesday;9581
786;Wednesday;9939
786;Thursday;8487
786;Friday;9758
786;Saturday;9295
786;Sunday;5262
787;Monday;8284
787;Tuesday;6774
787;Wednesday;5037
787;Thursday;7126
787;Friday;5892
787;Saturday;6310
787;Sunday;8950
788;Monday;7120
788;Tuesday;9784
788;Wednesday;9525
788;Thursday;7820
788;Friday;9231
788;Saturday;6771
788;Sunday;5941
789;Monday;6918
789;Tuesday;7846
789;Wednesday;6744
789;Thursday;8896
789;Friday;8273
789;Saturday;9944
789;Sunday;9051
790;Monday;6997
790;Tuesday;7969
790;Wednesday;9176
790;Thursday;7082
790;Friday;8376
790;Saturday;7482
790;Sunday;7492
791;Monday;6173
791;Tuesday;9257
791;Wednesday;9823
791;Thursday;6706
791;Friday;5419
791;Saturday;5980
791;Sunday;9130
792;Monday;9841
792;Tuesday;9192
792;Wednesday;9171
792;Thursday;6842
792;Friday;5222
792;Saturday;9273
792;Sunday;6940
793;Monday;5793
793;Tuesday;5508
793;Wednesday;9314
793;Thursday;6044
793;Friday;8492
793;Saturday;9615
793;Sunday;6730
794;Monday;8379
794;Tuesday;6979
794;Wednesday;6534
794;Thursday;8721
794;Friday;6178
794;Saturday;8380
794;Sunday;6437
795;Monday;7593
795;Tuesday;7755
795;Wednesday;8541
795;Thursday;9464
795;Friday;7854
795;Saturday;5530
795;Sunday;6885
796;Monday;7157
796;Tuesday;6664
796;Wednesday;7856
796;Thursday;5299
796;Friday;5039
796;Saturday;9762
796;Sunday;5525
797;Monday;5657
797;Tuesday;9303
797;Wednesday;7580
797;Thursday;7368
797;Friday;5650
797;Saturday;6633
797;Sunday;8374
798;Monday;8617
798;Tuesday;6503
798;Wednesday;5955
798;Thursday;5631
798;Friday;6794
798;Saturday;5751
798;Sunday;9732
799;Monday;6103
799;Tuesday;9730
799;Wednesday;8420
799;Thursday;8964
799;Friday;8766
799;Saturday;7423
799;Sunday;6684
800;Monday;6082
